10000 30000
6550 2095 36
6517 3556 39
3847 3441 75
3610 1190 94
123 7698 98
8017 3891 80
1655 1283 15
2654 349 22
3035 2948 7
6745 5592 30
2543 3450 81
841 6609 60
1255 6778 41
5989 1942 100
9272 1358 44
9077 4011 14
4003 1912 51
4985 8992 92
8609 3079 98
1333 1339 44
5908 3514 60
9265 595 26
7924 6966 36
5874 6090 26
1757 8487 41
4084 1796 22
1135 551 14
57 30 7
8494 3329 23
8596 5492 83
3578 9325 68
4619 5547 59
8408 3532 54
3253 1919 6
3386 5703 5
8761 3902 35
1782 5187 58
7800 3213 99
4936 4889 69
8174 8163 25
7031 7157 81
9033 2680 52
4944 4406 42
9097 2418 71
1636 1395 44
385 177 56
3724 9298 85
4604 4097 30
7212 4501 99
5735 3949 40
8919 4676 71
6172 3585 48
9881 4486 13
2701 1236 65
6909 7463 9
6543 352 52
2621 1154 67
8639 5330 28
9215 5436 74
8158 5249 82
9720 6441 56
1298 7740 58
5290 2503 74
2946 1817 58
3876 7315 62
929 9016 17
4907 9390 97
5956 1073 75
9111 4266 12
1986 5544 4
6725 1595 70
6866 6048 67
8198 9680 93
4388 685 14
8277 4352 65
6650 2092 52
8538 6879 52
6069 312 56
5858 820 45
7828 7277 2
908 518 77
993 5380 69
2303 2019 88
4248 4019 22
1230 404 37
9925 5132 8
9476 7400 27
6451 1343 59
6948 9137 21
9649 4655 69
6119 4058 79
9130 4588 23
9405 2823 15
22 4572 53
8008 8457 87
1180 683 87
1642 21 90
7056 8414 86
3215 180 16
9946 2213 18
4610 7736 30
9120 668 9
2168 3889 27
1838 1070 100
8800 1971 5
4113 3490 63
9649 8687 79
2802 1573 52
9795 9608 58
9407 4063 80
5299 4958 49
5782 4513 24
7335 568 34
5252 1110 88
837 6354 18
4384 7403 82
3779 1487 50
2571 7249 87
741 4166 98
8600 5440 73
2424 4743 38
1799 9904 97
2554 7058 11
4399 8192 53
6231 7593 74
9475 7174 49
7853 8449 76
634 5557 41
2766 2219 4
1970 9469 81
4456 4715 33
9243 1672 92
243 6291 65
5340 2209 53
6731 5645 7
7909 7435 27
7231 9363 86
3086 1936 78
2422 5228 46
2617 2589 29
635 3934 51
4536 9613 45
9161 5740 33
3448 2375 61
4687 4513 40
1096 2415 21
9024 7928 51
2742 4220 56
8265 3215 80
5392 5375 96
1047 757 51
8627 35 2
4443 721 44
7339 8193 85
5622 5582 95
9728 8639 8
9951 7976 54
524 314 48
2802 2349 30
4050 2366 24
9382 4604 81
3437 590 7
4384 326 37
9699 4328 6
3074 6965 25
5989 3575 83
2013 7932 86
8377 3789 72
408 1074 78
9263 7575 6
4431 981 68
123 3138 39
4532 4288 5
240 8329 3
9619 4148 67
7325 4015 68
2065 9360 27
4881 3181 92
6426 7602 90
6562 2137 77
5482 5221 74
8291 4786 63
5764 3323 97
7155 6409 87
96 1455 8
5996 4814 31
8677 5162 76
2852 198 1
6930 9773 63
6598 2744 90
5952 2493 48
7519 1885 56
7632 1738 43
2454 5257 89
5268 235 5
5219 2375 65
5627 5364 59
2794 3297 81
202 70 51
9534 3333 72
8820 8054 94
6741 6756 3
6311 2176 57
7696 7243 56
195 487 14
2388 4199 38
8556 5430 37
213 1011 99
3775 3300 94
3395 6594 95
2113 1398 71
4515 1943 12
3108 3598 78
1445 4009 55
6148 8548 5
2875 9008 83
808 479 78
8891 6407 65
539 7675 16
104 2336 88
5264 2109 1
2805 802 44
6333 6246 13
6555 29 56
8808 5029 23
9236 4212 71
8286 4695 39
5091 3085 28
1816 1456 57
4244 1501 56
2506 1461 5
4602 7766 28
3079 1114 71
5557 3330 3
1189 7275 51
5759 6106 36
2285 6091 23
549 195 4
9968 8741 7
3874 3381 30
106 561 30
2435 7250 3
1344 8255 69
5367 2420 21
8078 2490 90
2401 9446 8
4235 912 2
6707 1429 16
795 339 45
7632 435 84
2031 3657 82
7517 8643 98
8579 9010 74
14 4480 11
8242 2480 42
8068 5010 56
3209 3277 45
5205 977 8
5250 3969 94
5417 2307 34
8423 2492 99
2232 2124 25
7514 5635 2
6818 4557 27
5274 4804 55
7490 4706 80
1785 2471 67
6960 6916 64
9602 5205 86
8455 1840 57
8006 6387 70
676 156 59
6794 5530 79
2947 3098 7
2516 25 72
6946 8581 66
8914 2753 91
8733 6599 8
3053 671 11
5567 5025 74
9558 6135 12
9399 9004 53
2363 1765 100
3390 8880 20
1305 8884 85
8518 2049 90
7882 155 47
2301 3542 8
7100 5410 4
5247 4831 65
1673 1487 37
6618 2792 7
8751 9343 61
4837 3728 67
8405 2142 13
877 3495 83
1078 848 23
3783 3084 61
1100 5474 15
1470 8111 54
7233 3577 16
5131 2081 74
6127 14 20
7104 8909 3
1598 1534 89
141 2908 74
6718 3496 19
9256 9783 75
9177 7933 87
1833 438 82
4912 5622 72
1497 8113 8
6516 9551 35
616 4641 28
8196 3343 43
9253 1054 86
2169 1653 82
7909 7113 2
3359 5446 98
8261 9180 98
9045 9274 61
6130 1311 92
1247 8540 42
5327 3343 15
3108 677 80
8723 6945 23
3045 5079 57
8559 6266 15
7706 1955 19
5158 4413 100
3055 1694 2
3622 1666 39
565 9056 61
2524 2064 79
4177 1850 74
6196 5585 36
7261 371 11
7522 7032 58
4467 4050 95
4018 1783 65
1986 9050 1
5480 2364 87
5109 2885 75
1413 8849 1
5175 8034 1
7915 7615 7
8031 6753 93
5682 3414 1
7827 1437 25
9663 4366 44
3330 7990 79
2889 7175 27
980 3252 38
7895 2792 99
3560 664 54
2187 9960 62
7322 1128 43
8221 3156 83
625 7878 70
5752 9143 83
7400 6490 65
4640 4844 82
6031 666 26
1877 355 51
395 6785 45
9712 2839 26
4285 5578 46
3815 4760 22
3176 1428 33
7411 7651 10
4724 7581 2
7238 922 22
9450 714 67
5470 4848 100
2144 9612 68
3571 241 76
1908 3668 96
7807 6841 1
1111 2173 38
279 2994 15
2509 6451 26
6462 5920 79
3632 411 23
9192 1724 99
3288 5246 69
8245 9666 22
189 7760 37
367 4137 34
8149 2262 52
9719 6747 94
2033 410 78
5061 6919 91
247 741 74
7686 4656 2
362 1673 50
1729 1610 29
8865 2969 95
2274 1754 89
7579 2345 12
7962 6175 19
8638 1461 80
9614 5535 52
4217 7768 16
6620 1363 66
589 7599 64
197 173 12
103 1165 11
1094 889 36
174 1411 77
5320 5757 35
8242 1997 97
2300 7384 89
8113 3683 55
5822 9632 24
2078 4718 57
3445 1600 63
1794 5297 56
9559 6424 42
7052 5434 13
6031 1993 97
3032 2305 70
2524 6978 33
9351 4452 32
6289 9766 78
2183 497 54
332 187 59
245 50 96
1612 8487 32
8253 3157 81
2303 910 2
8218 8274 45
8632 9724 38
4816 404 85
3014 1451 41
8204 4517 73
7267 4816 23
1852 1058 83
776 618 50
6491 876 17
7412 1477 8
963 9968 54
1090 665 75
6237 3891 10
3788 9875 18
4445 7256 24
8125 202 3
8336 3535 81
844 78 37
715 26 15
1642 4393 34
7520 9984 34
8736 8923 57
5455 4936 68
2453 1178 47
674 46 17
3173 4679 35
6184 1201 54
3536 163 90
7324 4284 3
306 227 4
1860 7404 18
1803 3052 52
5398 585 25
4280 2134 38
2308 1577 55
1050 3362 15
3011 310 71
6081 4275 70
4997 4770 65
2089 411 67
1170 916 76
242 7981 78
8166 3004 16
9343 4173 95
3309 3186 5
6109 6327 39
576 503 91
9026 4086 94
4503 66 80
7118 8757 78
2324 9494 15
1487 144 11
4535 3197 35
9848 1596 86
7986 1521 3
5266 1030 1
3995 8027 17
6078 1352 56
6356 6969 8
8965 2439 85
3787 2734 28
9737 8229 80
6440 6435 62
9078 8929 13
2473 5837 8
954 6213 26
107 9457 80
6318 1886 99
1620 2337 50
4171 1795 5
7004 8701 3
113 9865 46
7859 3384 81
8393 1544 20
7819 3019 56
8533 3006 100
8924 1440 35
4269 350 45
6305 1228 25
6629 3663 57
3575 484 61
8675 2559 88
3455 935 79
2509 2126 22
2161 5684 49
7365 1577 50
2310 6017 2
2801 508 71
8786 2738 1
4577 2080 65
9383 473 100
9324 8299 32
5650 6127 16
947 1083 17
2503 8851 84
8771 2209 93
8724 7899 4
203 8634 69
1315 4381 33
6007 1887 5
6230 2903 74
8313 6534 19
7122 1167 96
9309 3920 7
1339 1440 48
5684 8793 4
2045 3957 90
5046 8286 16
5145 7719 3
7067 2924 15
5635 5197 44
442 831 42
4661 4403 25
2783 2671 48
624 89 94
7456 1453 18
8736 3599 68
305 434 89
5136 7713 19
3777 830 1
4811 1553 72
5132 3980 97
1745 204 82
7090 2113 73
617 7024 85
1685 920 66
5313 366 74
9710 6253 7
904 7764 58
2957 6252 33
9145 8062 4
5958 9840 51
9412 7711 54
2931 6707 1
7266 3602 87
2216 1887 21
5623 5509 92
9324 4596 59
3326 2931 73
2893 1243 51
2049 1108 87
3464 2177 65
3313 1946 15
3557 9961 64
5600 4898 89
2704 2466 10
1725 9679 6
9089 2517 64
541 8888 87
2281 5798 53
5979 4161 70
4665 8124 25
6891 1668 74
6101 4704 60
5555 760 8
6443 4700 16
5197 4030 73
1785 15 40
7803 2764 9
5257 6491 20
5088 5344 1
7322 5576 17
7358 9204 69
853 45 47
8460 4409 26
8540 7628 9
1748 1015 47
6129 8600 48
121 1 24
5958 6356 1
2636 3321 47
4576 2836 5
4119 3978 17
9871 7858 38
1431 9818 7
9926 7662 69
9040 7913 40
2455 515 70
5812 3489 89
8196 5677 32
975 9605 11
3828 2031 27
6156 1995 31
5325 7420 31
4065 3001 37
5867 1631 38
4461 9868 98
5867 4030 65
9556 547 14
553 2667 44
4420 2560 69
7984 6995 79
7163 1513 15
494 5055 46
5828 4522 9
1500 722 16
9628 9482 5
9619 6658 1
8603 5279 37
5667 3906 49
6762 2301 2
972 5088 4
2758 8478 37
9904 5873 28
3902 2736 95
4224 5686 37
9395 3935 47
8845 9408 99
9325 1933 43
1732 962 56
1757 1560 91
6050 5175 56
7797 1492 54
4011 42 73
6657 1921 15
9393 75 78
2122 446 55
1356 373 6
2734 3345 61
2449 6812 12
20 3873 84
398 9665 99
2894 551 49
124 513 90
4687 8946 11
1746 655 56
2065 261 16
3613 550 76
2077 1825 25
6697 2413 57
5437 639 66
2671 2038 8
1677 762 52
5352 2348 68
7422 6036 61
3321 1767 92
4141 2698 48
7336 5412 87
1532 1138 44
6111 6078 100
1351 643 66
9318 7603 39
6123 4613 36
7646 680 42
9510 3602 19
9162 8045 23
5538 9013 47
9157 164 47
1304 984 11
2617 2508 57
5693 4782 50
2384 804 16
7665 3671 47
3181 8776 94
9989 2194 1
8475 7316 84
8667 7920 48
4334 8619 58
2726 4644 56
6135 1740 7
6566 4638 23
5094 8822 26
4292 1868 22
8032 549 28
2971 1928 31
1483 5059 80
9026 6137 31
3788 1060 85
9169 5334 77
7770 7800 73
3502 2880 3
2108 1579 25
2903 1393 24
2105 5916 21
4261 6238 83
3907 2613 92
7253 7694 22
2218 788 90
7506 7927 97
4725 6366 93
6868 7954 81
2855 4685 83
4109 1251 39
627 499 80
5964 1721 75
5768 7591 78
6608 795 25
9713 3131 93
5294 853 25
9714 1725 35
6303 3304 39
5724 3305 89
1933 9418 73
6940 3569 84
4333 8960 77
3205 234 17
4623 669 79
7621 7540 97
6046 1036 8
9826 2640 80
1220 3211 40
8694 6846 88
5287 7143 81
5092 7077 12
1284 2182 29
7243 8777 23
6784 3926 24
9928 5321 67
144 4 70
2165 4838 10
6310 6208 100
8472 741 62
1387 6333 20
2430 6630 44
1349 346 31
1330 2801 81
550 9497 92
3559 1202 18
1452 6735 88
4874 4520 13
8379 7293 98
9538 3469 94
6532 1146 64
5077 7311 34
5590 256 50
2540 6484 2
8559 8229 37
373 3331 50
9971 6954 77
3663 7203 90
5676 6798 5
7594 426 85
9504 3127 48
6763 3073 86
6350 4870 91
3534 6040 1
3878 2769 47
6423 3240 64
8567 3673 18
4270 8321 80
2919 4268 37
6703 5710 26
1050 524 50
1493 383 22
4396 7075 99
6145 5166 35
5216 8962 9
9103 5126 24
4942 993 23
3206 3146 49
140 6951 20
2244 1665 72
7225 4228 29
5351 4995 26
6959 3271 82
1402 7830 28
3427 5330 16
6937 2025 87
3787 3688 16
621 3489 75
2804 1238 78
7305 1580 89
9085 3517 82
9088 1881 58
3375 6694 95
6926 3384 63
8892 4367 28
9197 5847 31
9340 6883 89
7984 1350 3
1098 118 84
7632 470 27
3689 8666 79
8527 4041 41
615 294 3
4203 6534 19
4047 9024 100
4251 3398 25
6569 5598 26
6638 154 77
3369 5292 25
8363 7598 37
3698 881 89
1152 6475 68
3538 1288 62
8742 5049 68
4724 112 99
6561 3839 29
4758 8663 77
3323 6123 59
660 183 15
9441 3873 50
6865 684 61
9386 7022 52
8332 5310 64
3039 8727 33
7881 9947 93
3902 1527 59
7891 4241 80
3118 7311 44
9328 4638 64
2751 4053 17
2947 2878 7
9667 8407 56
5663 809 4
7327 3310 66
5542 2167 68
713 7974 61
7008 8862 50
3020 6351 99
5889 931 85
4302 3449 50
854 9982 2
2044 7507 94
4641 2678 22
267 211 58
6687 6141 50
5248 7541 74
3225 5377 42
8047 1669 4
5704 5871 48
8727 8664 62
1818 4624 44
3298 9240 60
4876 4745 25
3716 3619 52
4547 8246 43
1505 5192 65
4324 1508 58
5876 7718 26
6161 5815 95
4044 1425 96
6454 4195 71
5677 2124 78
9815 7557 7
5960 3702 15
4737 3013 29
8585 7155 36
1848 8706 76
2786 2288 78
2707 7029 92
1938 1242 58
1319 1366 1
468 156 72
5594 3828 81
708 863 49
7222 2778 71
2456 8845 26
1786 6161 54
1104 5760 52
1501 9618 75
7343 3944 81
8179 6182 22
29 8655 1
6935 3584 28
3649 6388 46
9821 302 48
9077 5263 34
6747 415 58
1534 7270 92
107 4934 24
1293 941 13
7481 8829 27
3570 6316 70
9408 4846 28
8077 5619 58
2267 4589 4
7333 1865 28
7709 7708 52
7764 3178 6
1029 655 93
6072 6166 61
6947 7753 84
3783 6354 94
2272 4311 22
6527 4937 31
5753 6691 4
9905 6666 74
8158 7635 27
7900 9988 77
3778 118 63
3921 5016 29
2486 881 27
6104 87 9
515 1022 20
2962 6501 43
2465 2857 70
7348 618 20
8898 8525 52
7796 7407 74
1280 307 78
4937 2378 73
4313 7191 2
3274 3341 96
7854 5899 13
8029 3334 43
2525 578 38
1655 615 71
3201 1543 26
8549 1468 7
3858 5089 72
6359 8584 25
968 22 29
2223 1938 13
3073 1416 42
5804 788 59
6509 5047 25
8667 340 13
5945 6269 55
1700 99 60
3976 5697 69
8876 8711 90
941 783 97
4860 8816 74
5999 8263 36
5207 5302 89
5514 583 82
899 4112 12
8096 7214 93
4950 1313 62
6341 8857 8
7211 54 88
1091 5317 65
4377 1252 52
9983 5650 33
423 90 32
7215 655 52
7765 4475 65
2135 3396 67
3296 4513 55
1533 7545 50
7661 6210 41
1825 4730 47
2278 6565 67
6592 895 6
4281 4928 85
2932 3893 33
9557 167 64
7698 4823 90
873 9734 27
5859 8092 26
2842 337 5
1 6907 52
7099 8353 71
5709 2452 6
6643 3323 36
8478 2273 47
5613 2698 1
8076 4585 27
9822 405 3
7283 3323 54
6873 7471 59
4308 1722 95
8844 8686 5
5765 2516 21
16 8 94
6888 4077 88
7884 4685 38
388 2689 54
8032 2019 25
7738 9262 82
466 6614 5
5296 1392 48
3578 6146 94
7694 9268 6
8843 2446 88
6348 652 57
4413 7419 38
6226 4862 57
9204 4485 3
7189 3030 21
9143 607 96
5381 4790 28
2615 3462 5
8754 3833 54
8570 6397 13
2797 2851 71
3821 9152 91
3841 5571 44
5660 1388 85
6032 3902 7
8784 2126 51
3809 6634 59
4106 790 15
2552 9756 45
499 2381 83
4369 1047 64
6957 1263 39
3585 5540 66
3355 897 37
8944 4647 31
2920 1561 63
31 6 23
2269 1157 87
7476 9091 68
9724 8916 96
5263 1530 26
5819 5492 67
8115 8906 16
7264 793 53
540 408 29
6957 1126 71
1438 1601 88
9107 5528 47
9385 2424 22
2459 1286 7
6296 7072 68
1566 2864 14
1940 4114 18
4683 9220 82
3436 891 87
9293 1185 29
9452 6409 85
5621 6257 8
9926 358 33
1477 4117 28
1863 1468 24
6485 5912 20
7130 6736 75
3332 7495 18
5264 649 67
17 10 15
2034 3684 33
4867 2290 48
2215 6513 15
5893 7110 15
2059 2890 3
8530 7647 36
7997 2593 83
2942 6222 52
1899 1428 43
1043 803 17
4764 1548 93
6364 2602 1
7546 6457 56
2686 214 64
5130 1543 43
1878 9621 20
8674 5269 100
5198 6624 28
1380 545 93
2831 9546 18
83 4174 9
9314 8389 1
1116 798 52
2287 5563 91
3009 57 91
4784 9793 53
3126 2444 49
3347 2698 87
2287 1167 66
2468 2012 5
9856 6400 1
6881 4568 21
1454 1978 18
1760 690 83
3907 6049 23
3390 8211 23
1185 1940 36
9728 5615 32
536 2646 40
8656 1508 71
3443 1078 48
2758 2677 34
1927 71 74
7794 6996 94
1295 3663 44
968 3593 14
6692 4483 38
4267 1691 20
4464 8943 80
1410 7875 97
4211 4048 96
7165 4023 66
5097 1948 83
3153 3717 76
5081 586 8
9163 9704 30
916 107 11
1807 703 33
3440 5282 54
3178 299 29
9484 9209 99
9594 1848 53
6174 7295 1
5119 973 65
6072 2163 35
68 18 68
5086 2803 96
6160 4176 14
1641 1367 42
9703 1186 72
4224 6564 87
9467 9695 69
1200 952 81
3010 2647 20
1665 5716 75
5668 2348 8
3196 1576 2
6066 5963 22
3598 1664 7
456 172 30
8386 1711 95
6421 9741 39
2066 6890 3
2820 8114 64
5729 5469 19
520 4667 67
4821 4206 80
2186 22 25
261 4739 15
6361 1677 97
4227 8354 53
4528 72 78
7814 5540 43
824 153 56
6545 8130 35
1809 2347 53
813 21 5
8329 9430 82
1793 1146 71
3473 2524 23
4071 3894 44
8543 6239 14
5384 2669 64
7489 4107 56
5176 9218 51
4308 2907 33
1674 7391 24
1544 696 8
3685 3783 10
9883 5972 56
6811 2050 65
9537 2177 48
6434 30 36
3985 2260 6
6719 2951 97
2726 1776 31
9316 4999 76
1290 9331 4
7000 1764 35
8314 4324 26
4432 4126 37
4751 1150 48
9907 3635 38
9147 1256 19
411 4416 70
1899 1282 1
9666 3802 46
7969 2520 16
1528 727 26
1758 1190 49
2048 5383 38
505 235 48
8797 8050 88
5117 1702 46
4404 1992 88
5213 2317 32
6374 1182 83
9 282 89
4589 2299 66
641 360 37
1218 1100 70
1484 479 87
8886 8709 2
7057 6179 54
3166 2636 2
2681 9510 87
6459 8221 83
51 5572 48
8945 8837 80
7804 5840 18
8774 721 30
2880 1642 62
5377 4805 4
5158 2080 42
8753 7470 20
9326 8168 18
8026 4125 14
6384 1432 72
9430 2993 89
6355 167 32
2680 504 38
7374 254 95
8667 449 4
5898 1149 42
8991 44 40
2477 2168 83
993 9059 7
6644 9030 86
922 442 2
2265 6512 21
7858 5054 11
1795 502 64
6919 8021 36
4195 4213 27
4924 1907 7
1072 2077 78
1336 1446 12
281 9864 73
1677 7433 37
5311 2045 95
1313 688 29
4232 5932 82
4317 1283 82
3496 1884 87
5488 1840 16
9728 8984 72
2210 687 5
8734 3009 32
6560 840 52
7666 516 6
308 3311 34
4852 3552 36
9685 3385 66
545 93 39
8045 2101 1
2753 1085 98
529 42 15
7511 3988 43
2385 3531 16
2847 4540 79
4941 913 55
2587 9041 2
8092 1223 77
6530 4469 98
706 31 61
1112 415 81
7192 3677 34
5885 8853 89
9052 144 14
9158 4820 86
5307 2590 50
9477 788 32
1732 2688 9
7443 1916 64
8263 5307 21
3313 2767 88
5084 9676 18
992 2184 94
5295 1655 3
3483 9460 45
1030 9446 30
8419 7453 65
9029 5851 53
7814 1291 98
6221 6778 8
7154 275 5
7390 1656 71
1677 7142 79
555 482 99
5610 4872 88
9569 9660 59
7685 2597 31
5310 3623 6
705 8917 46
5755 2811 38
7731 275 95
8738 413 92
4515 414 61
825 9023 99
5756 9917 20
4728 5559 100
1118 2264 41
1565 1514 36
3011 7417 20
7607 8991 8
1859 2400 26
1359 4078 90
3464 3142 56
685 1410 62
5776 1328 9
8335 9738 57
3487 3472 32
7656 9545 68
3747 275 8
3031 7104 85
6879 3524 62
4754 4325 95
1981 9901 52
9106 8029 93
1405 855 63
8061 3335 99
2438 1707 87
9248 6200 85
1745 2374 75
8406 1335 97
3573 9270 10
6014 2157 27
1947 4849 49
3816 5811 16
2270 1256 60
1120 2081 96
7030 4544 32
3486 7387 9
5609 8727 52
322 4566 22
9168 8254 32
1595 3162 40
3551 7306 69
30 6600 30
3348 2294 68
251 5 56
1445 9106 84
3279 7710 21
9041 5496 51
4006 575 39
4199 2076 49
7827 7652 37
6208 4896 80
3320 3964 43
1313 5261 17
3877 3769 39
9228 5087 34
7054 2135 81
2687 808 51
7214 6118 59
2942 2858 38
3858 7203 3
4579 5922 10
2705 1470 85
6842 3658 52
1989 8803 8
1397 1035 42
695 570 67
9 8 92
6558 468 2
2805 3878 91
9112 3857 77
6120 9721 84
673 9130 5
481 4212 98
5058 3197 66
525 86 99
8697 2214 1
2517 7679 6
9571 8726 48
297 7800 97
2741 9175 26
8707 2171 80
3736 8951 71
1520 1312 44
3920 1788 35
7696 7505 10
8490 5075 99
113 766 21
8420 3691 50
213 2 36
6414 6072 17
2208 483 55
5673 7426 31
3185 6141 48
5042 177 16
6808 8236 46
3752 598 12
7652 9772 84
8225 8117 97
5464 7678 51
7707 4410 56
2518 7821 25
6117 554 28
8861 5239 78
6027 6470 35
5762 1080 11
7493 7917 74
4768 2186 91
2327 1392 72
3489 8222 80
6340 3785 51
8224 8197 73
3431 5991 9
7494 4249 72
8065 7447 10
6903 9808 2
3709 4755 42
6166 9404 93
4369 360 52
7559 4021 25
7732 206 95
3403 3027 41
5467 9331 83
9811 7326 21
3847 7354 61
5356 3838 32
9389 756 57
23 6 32
745 1487 67
2613 6305 27
592 5864 97
465 6840 86
2241 3836 39
3437 6078 32
311 3309 79
1125 177 97
5915 3970 16
1232 5256 74
185 1337 29
2773 3840 58
4049 889 34
2056 6688 73
4325 6063 76
5630 4084 61
6308 1757 40
1666 3838 42
784 7853 70
8084 744 32
9657 6410 25
3905 255 77
9065 6361 39
7554 9724 19
5221 6670 79
2895 2626 29
280 6733 73
7990 1414 61
3562 2053 56
5334 4385 86
7361 6746 3
1170 3637 57
7395 9010 51
2223 782 92
868 458 100
5885 2085 50
8989 488 4
1541 1116 52
4605 4199 52
498 1543 32
3816 3412 87
9263 3773 64
6866 2401 69
7497 3193 52
2564 8563 100
427 7415 95
8332 723 69
2637 5638 48
3380 2669 21
7993 7843 18
9484 2069 92
8143 4692 23
8885 4253 93
3027 1713 16
5269 124 63
2825 6233 81
1046 6037 39
5788 4206 81
7731 4665 55
8753 9679 23
7447 4972 23
3476 6992 47
5106 5702 71
5759 5084 66
5649 4928 7
3160 62 6
5115 5254 32
1385 479 5
5753 4451 47
8061 6655 33
2685 2134 31
9269 5709 33
7623 3261 9
536 29 19
7160 5529 43
3337 3474 82
4814 2770 41
6753 5476 39
1224 4873 97
6391 8961 57
8692 3627 8
5355 7059 70
7514 6185 11
256 135 49
7969 1947 28
2354 1027 96
9865 6654 91
2128 353 91
3436 8163 87
6180 5810 31
3418 4734 34
4539 4272 45
6574 5675 68
1614 935 41
2183 3405 50
3574 2493 42
3477 2772 59
6150 6907 58
7322 9632 80
3927 4108 68
8460 121 59
2841 1559 85
8699 9702 65
4066 4388 84
5401 9737 22
8417 6990 63
9353 5926 28
2078 5182 79
375 125 97
4881 3532 72
4367 965 9
8152 5703 26
6514 1958 44
9378 8912 23
8334 1025 31
6041 4669 80
7188 369 78
9360 2261 39
4485 5453 76
8005 2061 81
1137 763 11
1038 5499 65
6095 1607 87
2514 1819 30
2523 4053 80
8254 7302 56
6605 3167 21
8372 7010 60
8504 2582 97
4679 2776 36
155 7951 33
1302 8340 68
5293 3140 66
1072 1689 15
5759 2802 30
4510 26 66
4797 7766 47
3660 9794 9
7538 7162 31
4299 2485 34
1466 1387 46
4799 3368 38
921 829 1
5388 4417 47
143 8203 94
4241 2378 94
5637 1023 93
5085 4205 56
2859 1529 27
4038 4270 85
4745 2507 28
8377 7937 31
3115 3415 63
2528 2758 94
9806 3379 11
5157 4920 25
1930 6752 49
6176 352 58
9336 7950 71
6786 8270 26
5924 3027 9
353 6124 37
2304 2062 83
650 414 71
7855 7615 40
6677 5647 55
5026 559 10
4488 7121 21
5633 9404 47
5768 3813 23
6140 5021 39
7660 9471 13
9661 3552 59
5040 4813 86
6997 5858 25
9903 7586 78
619 9378 57
4431 6671 63
8949 9074 35
1366 7646 63
4365 454 12
7112 9980 4
6767 8466 80
1987 9067 96
4249 3239 51
4809 4597 3
7812 9404 9
9745 8393 27
4693 8021 87
9532 1687 91
8125 6047 94
3709 7682 74
4079 5900 45
6991 6359 57
2040 1767 48
9229 1942 13
5357 247 17
5408 1702 73
1437 3349 99
7289 3945 49
7283 9691 2
3842 562 91
2878 2181 53
4452 3875 93
8933 738 9
7056 4542 99
1127 3137 13
3525 65 69
8212 4324 58
2885 1976 7
6659 3820 92
4754 6656 79
925 9057 79
8505 6161 32
8392 9500 70
7161 2968 21
4194 559 48
304 6887 18
7316 7391 51
4460 1162 19
4066 3686 93
4912 7933 9
9520 2756 93
3164 565 8
4936 2518 46
3065 562 72
3171 4494 78
9909 3287 8
740 4046 95
6530 6833 61
8796 3981 34
6834 3425 98
6388 781 23
7526 3110 51
8764 7305 10
2469 1304 71
986 5132 81
3129 1116 52
9015 5036 56
9782 5392 8
1065 9984 68
440 277 50
1769 5252 89
3304 6456 35
3708 1750 91
4859 505 38
7402 588 90
8876 6496 10
389 205 83
6180 7453 73
6292 5876 48
7107 6560 66
841 587 30
382 191 9
968 5418 17
5797 4722 57
6330 8113 36
8112 2882 41
808 442 100
4123 2945 63
4180 3853 39
7632 648 69
4101 4607 95
1689 442 74
490 735 99
4089 9877 18
3849 1426 10
2706 1618 97
4677 576 85
4609 2732 8
1405 5006 88
8071 7303 81
6276 372 78
2506 4490 71
6870 1487 24
7168 7900 89
1357 176 90
1063 906 69
2647 28 49
3935 3786 38
6069 7265 25
7365 297 17
6601 2712 37
3879 9031 45
9500 7046 77
2741 8625 76
5387 816 94
8034 95 51
7092 48 97
8565 1875 31
4239 4197 84
9043 959 87
9681 9691 74
628 308 79
8209 2301 38
6672 3462 76
5927 3933 44
537 2432 93
8200 2575 35
2723 9860 70
814 63 52
6919 3062 49
7759 4158 23
6297 6805 18
171 5032 17
5998 6173 17
5562 3820 10
5073 1167 59
1756 1685 81
5936 9127 70
1863 642 45
8144 6395 44
8489 6880 27
1775 7323 24
3091 9685 38
4456 1634 97
6305 6917 76
5252 8788 39
673 5680 40
8917 6493 40
6398 9476 28
8076 171 62
4733 4212 18
9758 8940 31
9733 6615 22
2459 6699 80
6524 8573 82
4316 4380 41
4125 7890 47
9730 3993 36
3050 1590 54
3649 6383 74
2017 2644 14
6278 7638 26
9854 437 39
2950 8432 7
2037 1420 50
6870 2836 98
5086 9261 14
3179 3807 59
6906 2078 31
9738 1244 99
1267 108 32
770 108 58
8189 9304 87
6625 9537 28
4040 9040 16
